Soil Type,Temperature,Rainfall,Suitable Crop Pairs
Sandy,33.45,559.29,Maize + Cowpea
Sandy,28.18,506.71,Maize + Cowpea
Sandy,33.5,499.93,Potato + Legumes
Sandy,27.3,351.05,Sunflower + Peanut
Sandy,29.38,531.44,Carrot + Radish
Sandy,28.17,387.17,Sunflower + Peanut
Sandy,25.06,399.79,Potato + Legumes
Sandy,28,592.03,Sunflower + Peanut
Sandy,32.01,307.19,Sunflower + Peanut
Sandy,29.62,508.89,Potato + Legumes
Sandy,25.11,321.38,Sunflower + Peanut
Sandy,33.04,387.33,Maize + Cowpea
Sandy,32.74,413.83,Carrot + Radish
Sandy,30.59,573.1,Maize + Cowpea
Sandy,34.35,581.14,Sunflower + Peanut
Sandy,28.23,586.12,Potato + Legumes
Sandy,30.96,534.18,Maize + Cowpea
Sandy,31.93,543.04,Potato + Legumes
Sandy,34.34,479.48,Maize + Cowpea
Sandy,26.2,517.72,Maize + Cowpea
Sandy,30.51,543.7,Sunflower + Peanut
Sandy,26.62,577.26,Carrot + Radish
Sandy,29.47,479.23,Maize + Cowpea
Sandy,31.13,340.67,Sunflower + Peanut
Sandy,25.01,483.29,Carrot + Radish
Sandy,31.16,338.28,Maize + Cowpea
Sandy,30.58,418.79,Sunflower + Peanut
Sandy,28.26,367.74,Potato + Legumes
Sandy,32.72,535.97,Sunflower + Peanut
Sandy,26.28,319.49,Maize + Cowpea
Sandy,32.94,346.38,Carrot + Radish
Sandy,29.07,500.46,Sunflower + Peanut
Sandy,28.89,307.66,Carrot + Radish
Sandy,34.68,502.5,Maize + Cowpea
Sandy,32.13,453.48,Maize + Cowpea
Sandy,29.01,596.72,Maize + Cowpea
Sandy,33.92,472.43,Carrot + Radish
Sandy,31.63,497.15,Potato + Legumes
Sandy,25.16,477.94,Carrot + Radish
Sandy,34.46,471.19,Sunflower + Peanut
Sandy,33.66,370.07,Potato + Legumes
Sandy,28.58,522.71,Potato + Legumes
Sandy,26.98,405.24,Sunflower + Peanut
Sandy,25.96,415.54,Carrot + Radish
Sandy,33.69,470.62,Maize + Cowpea
Sandy,34.98,390.1,Carrot + Radish
Sandy,26.16,387.58,Maize + Cowpea
Sandy,32.58,320.65,Carrot + Radish
Sandy,33.9,424.82,Maize + Cowpea
Sandy,32.01,395.94,Sunflower + Peanut
Sandy,31.44,487.3,Potato + Legumes
Sandy,33.11,591.19,Sunflower + Peanut
Sandy,34.54,568.18,Sunflower + Peanut
Sandy,27.87,379.38,Potato + Legumes
Sandy,31.54,573.97,Carrot + Radish
Sandy,26.39,541.75,Maize + Cowpea
Sandy,25.92,401.17,Carrot + Radish
Sandy,32.19,355.51,Maize + Cowpea
Sandy,30,396.58,Sunflower + Peanut
Sandy,34.74,553.64,Potato + Legumes
Sandy,34.68,535.95,Carrot + Radish
Sandy,30.87,543.54,Sunflower + Peanut
Sandy,30.34,599.96,Sunflower + Peanut
Sandy,34.25,348.67,Sunflower + Peanut
Sandy,32.24,403.03,Sunflower + Peanut
Sandy,34.07,596.47,Carrot + Radish
Sandy,30.75,547.86,Potato + Legumes
Sandy,25.19,318.12,Sunflower + Peanut
Sandy,28.6,507.61,Potato + Legumes
Sandy,34.3,400.51,Carrot + Radish
Sandy,30.29,599.85,Maize + Cowpea
Sandy,34.83,549.85,Carrot + Radish
Sandy,30.35,384.5,Maize + Cowpea
Sandy,32.4,354.51,Maize + Cowpea
Sandy,32.85,379.9,Sunflower + Peanut
Sandy,30.31,564.28,Carrot + Radish
Sandy,32.95,531.26,Maize + Cowpea
Sandy,27.2,448.13,Maize + Cowpea
Sandy,27.43,523.95,Potato + Legumes
Sandy,30.56,403.26,Potato + Legumes
Sandy,25.14,530.35,Carrot + Radish
Sandy,32.45,333.61,Potato + Legumes
Sandy,25.56,502.69,Maize + Cowpea
Sandy,26.87,538.54,Maize + Cowpea
Sandy,26.35,576.3,Potato + Legumes
Sandy,34.9,401.88,Carrot + Radish
Sandy,34.71,505.52,Carrot + Radish
Sandy,34.4,305.45,Sunflower + Peanut
Sandy,34.33,303.88,Potato + Legumes
Sandy,31.13,586.69,Carrot + Radish
Sandy,25.17,334.95,Maize + Cowpea
Sandy,33.8,584.44,Sunflower + Peanut
Sandy,32.28,330.02,Sunflower + Peanut
Sandy,29.28,535.41,Sunflower + Peanut
Sandy,27.08,382.36,Potato + Legumes
Sandy,27.99,461.25,Carrot + Radish
Sandy,25.82,326.08,Sunflower + Peanut
Sandy,33.56,445.89,Maize + Cowpea
Sandy,27.91,576.55,Sunflower + Peanut
Sandy,30.64,381.95,Potato + Legumes
Sandy,32.53,390.2,Carrot + Radish
Sandy,29.52,344.35,Potato + Legumes
Clayey,24.78,595.19,Wheat + Chickpea
Clayey,27.7,597.63,Barley + Faba Bean
Clayey,15.1,727.84,Tomato + Basil
Clayey,17.84,557.95,Wheat + Chickpea
Clayey,26.82,603.78,Cabbage + Mustard
Clayey,24.83,679.06,Barley + Faba Bean
Clayey,29.67,566.4,Barley + Faba Bean
Clayey,22.21,711.16,Barley + Faba Bean
Clayey,15.05,604.4,Wheat + Chickpea
Clayey,15.06,555.79,Tomato + Basil
Clayey,20.1,721.22,Cabbage + Mustard
Clayey,27.45,730.56,Tomato + Basil
Clayey,24.31,659.32,Wheat + Chickpea
Clayey,26.5,677.93,Tomato + Basil
Clayey,28.37,535.96,Tomato + Basil
Clayey,19.77,735.08,Wheat + Chickpea
Clayey,22.87,538.37,Tomato + Basil
Clayey,28.13,741.53,Wheat + Chickpea
Clayey,22.3,685.81,Barley + Faba Bean
Clayey,24.33,610.03,Tomato + Basil
Clayey,23.75,677.15,Barley + Faba Bean
Clayey,20.98,509.76,Barley + Faba Bean
Clayey,26,648.71,Barley + Faba Bean
Clayey,27.69,534.41,Cabbage + Mustard
Clayey,23.77,709.89,Barley + Faba Bean
Clayey,26.04,748.1,Barley + Faba Bean
Clayey,20.64,634.06,Wheat + Chickpea
Clayey,23.56,757.1,Tomato + Basil
Clayey,29.16,643.06,Cabbage + Mustard
Clayey,16.66,742.95,Wheat + Chickpea
Clayey,27.28,582.84,Barley + Faba Bean
Clayey,21.56,744.64,Cabbage + Mustard
Clayey,26.9,612.19,Wheat + Chickpea
Clayey,15.39,680.31,Tomato + Basil
Clayey,29.07,641.98,Barley + Faba Bean
Clayey,17.35,622.78,Wheat + Chickpea
Clayey,20.29,750.55,Cabbage + Mustard
Clayey,18.31,661.64,Wheat + Chickpea
Clayey,29.25,516.91,Wheat + Chickpea
Clayey,21.95,712.68,Cabbage + Mustard
Clayey,24.68,616.53,Tomato + Basil
Clayey,25.76,717.19,Cabbage + Mustard
Clayey,26.58,708.88,Wheat + Chickpea
Clayey,27.08,580.99,Tomato + Basil
Clayey,19.82,608.7,Tomato + Basil
Clayey,26.12,645.54,Cabbage + Mustard
Clayey,17.95,670.12,Barley + Faba Bean
Clayey,16.49,698.06,Tomato + Basil
Clayey,25.99,786.19,Cabbage + Mustard
Clayey,15.35,537.61,Wheat + Chickpea
Clayey,20.33,609.3,Cabbage + Mustard
Clayey,21.79,747.83,Wheat + Chickpea
Clayey,27.46,754.38,Cabbage + Mustard
Clayey,15.02,547.56,Wheat + Chickpea
Clayey,19.45,689.08,Cabbage + Mustard
Clayey,16.27,681.39,Barley + Faba Bean
Clayey,26.87,731.53,Tomato + Basil
Clayey,25.12,757.36,Wheat + Chickpea
Clayey,22.58,570.25,Wheat + Chickpea
Clayey,20.41,746.88,Wheat + Chickpea
Clayey,20.54,542.98,Cabbage + Mustard
Clayey,23.48,630.71,Barley + Faba Bean
Clayey,19.86,759.25,Tomato + Basil
Clayey,19.44,645.37,Tomato + Basil
Clayey,20.74,537.93,Tomato + Basil
Clayey,19.72,705.98,Tomato + Basil
Clayey,29.04,627.12,Cabbage + Mustard
Clayey,25.9,792.05,Wheat + Chickpea
Clayey,19.36,517.94,Cabbage + Mustard
Clayey,29.42,733.98,Barley + Faba Bean
Clayey,19.85,709.45,Cabbage + Mustard
Clayey,25.43,697.19,Barley + Faba Bean
Clayey,17.04,757.65,Tomato + Basil
Clayey,26.35,552.01,Barley + Faba Bean
Clayey,19.04,789.3,Barley + Faba Bean
Clayey,29.49,568.86,Tomato + Basil
Clayey,15.35,635.06,Barley + Faba Bean
Clayey,25.02,533.35,Wheat + Chickpea
Clayey,15.86,531.75,Wheat + Chickpea
Clayey,26.11,719.59,Barley + Faba Bean
Clayey,25.38,793.07,Cabbage + Mustard
Clayey,20.47,671.1,Barley + Faba Bean
Clayey,25.61,532.21,Wheat + Chickpea
Clayey,18.05,594.88,Wheat + Chickpea
Clayey,27.15,556.23,Barley + Faba Bean
Clayey,27.22,706.15,Cabbage + Mustard
Clayey,20.92,617.3,Tomato + Basil
Clayey,17.46,635.59,Cabbage + Mustard
Clayey,21.33,678.55,Cabbage + Mustard
Clayey,28.02,518.45,Tomato + Basil
Clayey,17.95,573.8,Wheat + Chickpea
Clayey,21.21,554.99,Wheat + Chickpea
Clayey,21.02,612.07,Barley + Faba Bean
Clayey,16.8,667.85,Barley + Faba Bean
Clayey,29.45,749.11,Tomato + Basil
Clayey,29.81,635.93,Cabbage + Mustard
Clayey,22.72,538,Tomato + Basil
Clayey,27.1,561.1,Cabbage + Mustard
Clayey,16.83,605.88,Wheat + Chickpea
Clayey,16.94,624.9,Barley + Faba Bean
Clayey,23.27,564,Wheat + Chickpea
Clayey,24.03,690.88,Wheat + Chickpea
Clayey,20.43,520.28,Barley + Faba Bean
Clayey,17.11,657.8,Barley + Faba Bean
Clayey,21.33,542.65,Cabbage + Mustard
Clayey,15.11,764.23,Tomato + Basil
Clayey,17.77,613.17,Tomato + Basil
Clayey,29.57,726.26,Cabbage + Mustard
Clayey,17.55,704.31,Cabbage + Mustard
Clayey,20.65,705.04,Tomato + Basil
Clayey,23.29,706,Wheat + Chickpea
Clayey,24.15,612.32,Tomato + Basil
Clayey,28.86,597.18,Cabbage + Mustard
Clayey,28.85,752.74,Tomato + Basil
Clayey,16.05,641.8,Wheat + Chickpea
Clayey,29.35,753.21,Barley + Faba Bean
Clayey,21.28,755.1,Cabbage + Mustard
Clayey,16.64,561.22,Wheat + Chickpea
Clayey,25.33,796.97,Cabbage + Mustard
Clayey,23.98,557.17,Tomato + Basil
Clayey,23.78,789.05,Tomato + Basil
Clayey,19.47,625.39,Tomato + Basil
Clayey,17,663.73,Wheat + Chickpea
Clayey,17.83,596.84,Barley + Faba Bean
Clayey,16.35,570.25,Barley + Faba Bean
Clayey,26.62,709.05,Barley + Faba Bean
Clayey,17.26,631.7,Barley + Faba Bean
Clayey,17.32,743.35,Tomato + Basil
Clayey,29.77,612.98,Cabbage + Mustard
Clayey,26.78,595.06,Wheat + Chickpea
Clayey,15.82,557.95,Barley + Faba Bean
Clayey,28.08,767.56,Wheat + Chickpea
Clayey,24.27,721.88,Cabbage + Mustard
Clayey,22.07,718.93,Wheat + Chickpea
Clayey,26.47,757.92,Barley + Faba Bean
Clayey,21.66,723.83,Barley + Faba Bean
Clayey,27.75,570.28,Barley + Faba Bean
Clayey,21.36,555.23,Tomato + Basil
Clayey,20.97,560.08,Wheat + Chickpea
Clayey,18.02,625.08,Cabbage + Mustard
Clayey,16.16,743.8,Tomato + Basil
Clayey,17.64,502.38,Barley + Faba Bean
Clayey,15.34,746.8,Tomato + Basil
Clayey,17.64,777.84,Cabbage + Mustard
Clayey,27.98,556.26,Tomato + Basil
Clayey,24.8,598.72,Tomato + Basil
Clayey,18.39,762.94,Barley + Faba Bean
Clayey,17.59,698.59,Tomato + Basil
Clayey,15.95,756.93,Barley + Faba Bean
Clayey,22.36,505.09,Cabbage + Mustard
Clayey,21.52,501.62,Barley + Faba Bean
Clayey,21.09,516.13,Tomato + Basil
Clayey,16.29,596.22,Barley + Faba Bean
Clayey,18.66,791.61,Cabbage + Mustard
Clayey,27.33,531.03,Cabbage + Mustard
Clayey,22.66,791.07,Cabbage + Mustard
Clayey,24.75,727.02,Barley + Faba Bean
Clayey,17.81,581.51,Wheat + Chickpea
Clayey,15.77,735.13,Tomato + Basil
Clayey,28.85,550.35,Cabbage + Mustard
Clayey,18.72,775.67,Tomato + Basil
Clayey,28.3,593.22,Barley + Faba Bean
Clayey,15.25,539.28,Wheat + Chickpea
Clayey,22.96,594.21,Cabbage + Mustard
Clayey,15.68,534.96,Wheat + Chickpea
Clayey,24.84,521.55,Cabbage + Mustard
Clayey,18.48,657.55,Barley + Faba Bean
Clayey,26.85,579.26,Cabbage + Mustard
Clayey,20.47,700.15,Tomato + Basil
Clayey,16.97,508.27,Wheat + Chickpea
Clayey,28.01,531.91,Cabbage + Mustard
Clayey,26.25,785.54,Barley + Faba Bean
Clayey,20.81,656.63,Barley + Faba Bean
Clayey,28.39,707.76,Wheat + Chickpea
Clayey,23.48,728.21,Barley + Faba Bean
Clayey,27.55,675.98,Cabbage + Mustard
Clayey,23.12,559.39,Barley + Faba Bean
Clayey,25.61,547.01,Cabbage + Mustard
Clayey,19.4,613.56,Cabbage + Mustard
Clayey,19.59,563.86,Tomato + Basil
Clayey,15.31,546.63,Cabbage + Mustard
Clayey,18.22,581.58,Cabbage + Mustard
Clayey,15.57,743.52,Tomato + Basil
Clayey,23.95,797.96,Cabbage + Mustard
Clayey,22.58,699.87,Cabbage + Mustard
Clayey,23.85,672.99,Cabbage + Mustard
Clayey,25.16,709.6,Wheat + Chickpea
Clayey,22.13,506.01,Cabbage + Mustard
Clayey,28.13,603.71,Cabbage + Mustard
Clayey,17.65,513.72,Tomato + Basil
Clayey,18.6,556.18,Cabbage + Mustard
Clayey,18.31,736.58,Tomato + Basil
Clayey,18.55,574.22,Barley + Faba Bean
Clayey,26.03,500.43,Barley + Faba Bean
Clayey,29.54,603.95,Tomato + Basil
Clayey,24.25,590.59,Cabbage + Mustard
Clayey,25.79,678.29,Tomato + Basil
Clayey,20.24,534.93,Wheat + Chickpea
Clayey,15.93,631.83,Tomato + Basil
Clayey,26.93,580.12,Wheat + Chickpea
Clayey,26.31,723.54,Barley + Faba Bean
Clayey,17.4,513.63,Cabbage + Mustard
Clayey,20.67,610.25,Cabbage + Mustard
Clayey,19.79,521.34,Barley + Faba Bean
Clayey,18.42,591.73,Cabbage + Mustard
Clayey,27.91,679.05,Tomato + Basil
Clayey,21.03,591.63,Cabbage + Mustard
Clayey,16.62,775.06,Barley + Faba Bean
Clayey,16.79,565.45,Tomato + Basil
Clayey,23.99,692.96,Barley + Faba Bean
Clayey,15.87,763.41,Wheat + Chickpea
Clayey,28.48,571.74,Tomato + Basil
Clayey,24.53,641.23,Wheat + Chickpea
Clayey,25.41,767.16,Tomato + Basil
Clayey,28.38,620.27,Tomato + Basil
Clayey,26.75,635.84,Wheat + Chickpea
Clayey,29.09,774.41,Cabbage + Mustard
Clayey,29.85,633.46,Barley + Faba Bean
Clayey,27.22,537.85,Wheat + Chickpea
Clayey,26.02,736.41,Cabbage + Mustard
Clayey,29.04,595.69,Tomato + Basil
Clayey,16.2,528.79,Barley + Faba Bean
Clayey,18.31,699.09,Wheat + Chickpea
Clayey,26.07,656.08,Wheat + Chickpea
Clayey,20.76,525.27,Cabbage + Mustard
Clayey,24.34,676.62,Cabbage + Mustard
Clayey,20.11,635.61,Cabbage + Mustard
Clayey,15.89,640.66,Wheat + Chickpea
Clayey,16.56,648.88,Wheat + Chickpea
Clayey,28.28,749.73,Barley + Faba Bean
Clayey,23.69,633.84,Cabbage + Mustard
Clayey,16.65,539.18,Tomato + Basil
Clayey,17.63,796.26,Barley + Faba Bean
Clayey,16.62,730.14,Wheat + Chickpea
Clayey,25.06,587.07,Tomato + Basil
Clayey,20.45,671.33,Wheat + Chickpea
Clayey,23.37,657.94,Cabbage + Mustard
Clayey,24.96,739.6,Tomato + Basil
Clayey,21.84,737.41,Tomato + Basil
Clayey,23.84,724.37,Cabbage + Mustard
Clayey,17.51,507.43,Barley + Faba Bean
Clayey,23.44,553.05,Barley + Faba Bean
Clayey,22.95,695.51,Wheat + Chickpea
Clayey,24.34,762.62,Cabbage + Mustard
Clayey,17.47,613.15,Cabbage + Mustard
Clayey,28.72,622.1,Barley + Faba Bean
Clayey,28.25,698.26,Barley + Faba Bean
Clayey,29.39,714.95,Cabbage + Mustard
Clayey,20.07,781.33,Cabbage + Mustard
Clayey,19.22,500.58,Wheat + Chickpea
Clayey,15.9,626.15,Wheat + Chickpea
Clayey,20.89,636.89,Tomato + Basil
Clayey,22.94,610.76,Tomato + Basil
Clayey,24.93,565.66,Cabbage + Mustard
Clayey,28.41,715.47,Tomato + Basil
Clayey,28.59,600.13,Wheat + Chickpea
Clayey,16.27,701.38,Cabbage + Mustard
Clayey,24.84,774.29,Wheat + Chickpea
Clayey,20.05,529.51,Cabbage + Mustard
Clayey,22.8,667.88,Barley + Faba Bean
Clayey,27.18,570.73,Barley + Faba Bean
Clayey,26.46,605.15,Wheat + Chickpea
Clayey,24.53,699.85,Wheat + Chickpea
Clayey,23.59,786.5,Cabbage + Mustard
Clayey,18.76,586.19,Tomato + Basil
Clayey,21.64,545.05,Tomato + Basil
Clayey,26.91,553.41,Barley + Faba Bean
Clayey,18.65,740.01,Wheat + Chickpea
Clayey,25.97,748.6,Barley + Faba Bean
Clayey,21.82,611.59,Cabbage + Mustard
Clayey,28.83,641.73,Wheat + Chickpea
Clayey,27.42,712.23,Barley + Faba Bean
Clayey,19.93,508.9,Tomato + Basil
Clayey,21.02,763.17,Cabbage + Mustard
Clayey,28.64,536.96,Barley + Faba Bean
Clayey,18.76,653.82,Cabbage + Mustard
Clayey,22,760.63,Wheat + Chickpea
Clayey,23.27,623.64,Tomato + Basil
Clayey,18.92,563.84,Wheat + Chickpea
Clayey,27.68,719.77,Barley + Faba Bean
Clayey,24.56,659.4,Barley + Faba Bean
Clayey,26.49,720.05,Wheat + Chickpea
Clayey,28.84,631.7,Barley + Faba Bean
Clayey,21.8,596.18,Cabbage + Mustard
Clayey,28.79,758.13,Wheat + Chickpea
Clayey,27.83,638.19,Barley + Faba Bean
Clayey,18.21,663.74,Barley + Faba Bean
Clayey,24.73,578.1,Barley + Faba Bean
Clayey,26.71,775.42,Wheat + Chickpea
Clayey,26.94,676.96,Tomato + Basil
Clayey,18.85,548.06,Cabbage + Mustard
Clayey,16.42,696.86,Barley + Faba Bean
Clayey,15.06,632.5,Cabbage + Mustard
Clayey,20.91,675.79,Wheat + Chickpea
Clayey,19.58,781.07,Tomato + Basil
Clayey,19.63,519.36,Cabbage + Mustard
Clayey,27.71,561.08,Tomato + Basil
Clayey,26.72,769.38,Cabbage + Mustard
Clayey,26.93,736.39,Wheat + Chickpea
Clayey,15.25,798.32,Wheat + Chickpea
Clayey,19.52,509.74,Wheat + Chickpea
Clayey,19.27,617.84,Cabbage + Mustard
Clayey,28.28,664.34,Tomato + Basil
Clayey,25.03,770.52,Tomato + Basil
Clayey,26.23,674.45,Tomato + Basil
Clayey,22.59,500.69,Tomato + Basil
Clayey,23.05,588.65,Barley + Faba Bean
Clayey,22.38,692.07,Tomato + Basil
Clayey,29.66,741.21,Cabbage + Mustard
Clayey,26.05,609.95,Wheat + Chickpea
Clayey,22.85,774.46,Tomato + Basil
Clayey,22.74,643.53,Cabbage + Mustard
Clayey,21.03,686.31,Barley + Faba Bean
Clayey,22.41,613.07,Wheat + Chickpea
Clayey,26.74,740.77,Cabbage + Mustard
Clayey,15.69,674.8,Barley + Faba Bean
Clayey,26.29,675.12,Tomato + Basil
Clayey,27.31,628.09,Wheat + Chickpea
Clayey,28.1,676.53,Cabbage + Mustard
Clayey,27.96,608.92,Wheat + Chickpea
Clayey,28.02,582.14,Tomato + Basil
Clayey,22.99,734.37,Barley + Faba Bean
Clayey,19.79,595.79,Tomato + Basil
Clayey,26,676.57,Barley + Faba Bean
Clayey,26.6,571.32,Cabbage + Mustard
Clayey,18.19,520.21,Barley + Faba Bean
Clayey,25.25,643.87,Tomato + Basil
Clayey,15.01,549.31,Wheat + Chickpea
Clayey,26.36,606.92,Wheat + Chickpea
Clayey,28.89,543.82,Cabbage + Mustard
Clayey,16.13,781.62,Tomato + Basil
Clayey,22.81,511.47,Barley + Faba Bean
Clayey,25.14,798.09,Barley + Faba Bean
Clayey,21.99,586.45,Tomato + Basil
Clayey,21.93,749.35,Wheat + Chickpea
Clayey,15.09,618.81,Barley + Faba Bean
Clayey,22.12,532.77,Tomato + Basil
Clayey,25.95,692.6,Tomato + Basil
Clayey,21.75,757.6,Wheat + Chickpea
Clayey,19.45,799.45,Tomato + Basil
Clayey,16.89,719.2,Wheat + Chickpea
Clayey,23.65,627.14,Wheat + Chickpea
Clayey,24.57,571,Barley + Faba Bean
Clayey,25.26,669.16,Wheat + Chickpea
Clayey,21.82,664.64,Cabbage + Mustard
Clayey,24.37,551.09,Cabbage + Mustard
Clayey,19.3,687.27,Tomato + Basil
Clayey,18.42,535.3,Tomato + Basil
Clayey,28.45,660.07,Tomato + Basil
Clayey,28.48,777.21,Cabbage + Mustard
Clayey,17.76,543.49,Cabbage + Mustard
Clayey,26.42,566.08,Wheat + Chickpea
Clayey,15.05,536.11,Wheat + Chickpea
Clayey,23.46,620.83,Barley + Faba Bean
Clayey,17.5,533.72,Wheat + Chickpea
Clayey,22.23,780.24,Tomato + Basil
Clayey,23.13,578.22,Tomato + Basil
Clayey,25.85,508.38,Cabbage + Mustard
Clayey,28.37,575.54,Wheat + Chickpea
Clayey,29.56,778.54,Cabbage + Mustard
Clayey,17.04,685.43,Tomato + Basil
Clayey,20.28,645.31,Tomato + Basil
Clayey,25,655.95,Cabbage + Mustard
Clayey,25.52,594.13,Tomato + Basil
Clayey,19.91,623.18,Tomato + Basil
Clayey,28.54,713.97,Wheat + Chickpea
Clayey,26.25,694.32,Barley + Faba Bean
Clayey,25.18,767.44,Cabbage + Mustard
Clayey,23.4,729.84,Barley + Faba Bean
Clayey,20.05,767.66,Barley + Faba Bean
Clayey,24.13,506.23,Tomato + Basil
Clayey,17.58,750.68,Barley + Faba Bean
Clayey,17.63,747.67,Barley + Faba Bean
Clayey,22.21,612.11,Barley + Faba Bean
Clayey,23.33,714.19,Cabbage + Mustard
Clayey,27.42,557.16,Cabbage + Mustard
Clayey,28.5,671.56,Wheat + Chickpea
Clayey,28.47,663.96,Barley + Faba Bean
Clayey,29.03,663.61,Wheat + Chickpea
Clayey,18.37,776.35,Cabbage + Mustard
Clayey,16.24,703.48,Barley + Faba Bean
Clayey,26.65,551.62,Barley + Faba Bean
Clayey,15.69,744.71,Barley + Faba Bean
Clayey,29.55,793.18,Tomato + Basil
Clayey,26.45,705.41,Tomato + Basil
Clayey,19.13,559.13,Cabbage + Mustard
Clayey,22.42,537.91,Barley + Faba Bean
Clayey,22.18,699.71,Cabbage + Mustard
Clayey,23.98,645.33,Barley + Faba Bean
Clayey,20.69,703.91,Wheat + Chickpea
Clayey,24.34,769.33,Barley + Faba Bean
Clayey,28.64,733.16,Wheat + Chickpea
Clayey,20.83,531.32,Cabbage + Mustard
Clayey,19.59,687.38,Barley + Faba Bean
Clayey,26.36,708.09,Wheat + Chickpea
Clayey,21.95,532.33,Tomato + Basil
Clayey,19.85,761.73,Barley + Faba Bean
Clayey,20.02,583.12,Cabbage + Mustard
Clayey,28.96,720.53,Wheat + Chickpea
Clayey,18.96,706.33,Wheat + Chickpea
Clayey,18.92,609.89,Wheat + Chickpea
Clayey,19.58,514.45,Cabbage + Mustard
Clayey,17.83,731.1,Tomato + Basil
Clayey,16.86,577.23,Barley + Faba Bean
Clayey,16.69,791.69,Tomato + Basil
Clayey,22.06,722.22,Cabbage + Mustard
Clayey,27.67,511.78,Tomato + Basil
Clayey,24.2,783.58,Wheat + Chickpea
Clayey,24.48,529.79,Cabbage + Mustard
Clayey,21.17,680.03,Tomato + Basil
Clayey,22.26,713.69,Barley + Faba Bean
Clayey,15.87,603.02,Cabbage + Mustard
Clayey,22.33,566.98,Barley + Faba Bean
Clayey,27.02,660.04,Wheat + Chickpea
Clayey,28.11,725.35,Cabbage + Mustard
Clayey,17.67,756.14,Barley + Faba Bean
Clayey,22.77,600.11,Barley + Faba Bean
Clayey,22.7,696.7,Cabbage + Mustard
Clayey,22.7,586.83,Cabbage + Mustard
Clayey,15.03,727.13,Barley + Faba Bean
Clayey,16.01,739.46,Cabbage + Mustard
Clayey,21.21,649.6,Tomato + Basil
Clayey,18.33,797.23,Tomato + Basil
Clayey,27.82,504.97,Tomato + Basil
Clayey,25.45,550.86,Wheat + Chickpea
Clayey,26.25,781.17,Tomato + Basil
Clayey,20.52,570.44,Wheat + Chickpea
Clayey,22.18,530.35,Barley + Faba Bean
Clayey,20.86,727.55,Tomato + Basil
Clayey,21.11,566.16,Tomato + Basil
Clayey,22.66,786.86,Tomato + Basil
Clayey,20.64,763.55,Cabbage + Mustard
Clayey,28.23,704.15,Tomato + Basil
Clayey,28.32,700.28,Wheat + Chickpea
Clayey,28.16,516.06,Tomato + Basil
Clayey,23.45,729.87,Wheat + Chickpea
Clayey,18.57,519.34,Barley + Faba Bean
Clayey,24.91,554.57,Tomato + Basil
Clayey,19.43,699.37,Barley + Faba Bean
Clayey,20.05,661.71,Cabbage + Mustard
Clayey,20.91,760.34,Wheat + Chickpea
Clayey,23.93,684.96,Wheat + Chickpea
Clayey,24.53,677.37,Barley + Faba Bean
Clayey,16.18,566.29,Barley + Faba Bean
Clayey,27.68,637.81,Cabbage + Mustard
Clayey,18.02,594.14,Tomato + Basil
Clayey,24.61,509.83,Tomato + Basil
Clayey,20.44,518.6,Tomato + Basil
Clayey,21.33,570.67,Barley + Faba Bean
Clayey,17.3,529.74,Cabbage + Mustard
Clayey,16.85,784.41,Tomato + Basil
Clayey,23.67,583.53,Barley + Faba Bean
Clayey,19.32,743.87,Tomato + Basil
Clayey,17.34,736.22,Barley + Faba Bean
Clayey,18.81,595.1,Wheat + Chickpea
Clayey,21.3,576.78,Barley + Faba Bean
Clayey,28.26,656.67,Barley + Faba Bean
Clayey,22.23,669.01,Barley + Faba Bean
Clayey,28.18,657.02,Tomato + Basil
Clayey,23.02,681.7,Wheat + Chickpea
Clayey,28.72,792.14,Tomato + Basil
Clayey,15.8,629.45,Barley + Faba Bean
Clayey,18.91,666.21,Barley + Faba Bean
Clayey,15.91,762.73,Tomato + Basil
Clayey,20.03,560.56,Tomato + Basil
Clayey,20.98,677.97,Wheat + Chickpea
Clayey,18.3,623.31,Cabbage + Mustard
Clayey,28.63,637.01,Tomato + Basil
Clayey,27.56,566.9,Cabbage + Mustard
Clayey,15,538.28,Tomato + Basil
Clayey,16.63,553.25,Cabbage + Mustard
Clayey,26.79,755.73,Wheat + Chickpea
Clayey,27.98,659.98,Barley + Faba Bean
Clayey,19.93,689.35,Wheat + Chickpea
Clayey,22.43,697.37,Barley + Faba Bean
Clayey,15.33,769.86,Wheat + Chickpea
Clayey,23.27,530.42,Wheat + Chickpea
Clayey,15.87,680.92,Barley + Faba Bean
Clayey,24.77,535.46,Tomato + Basil
Clayey,18.27,793.02,Tomato + Basil
Clayey,22.29,730.97,Tomato + Basil
Clayey,22.52,767.75,Wheat + Chickpea
Clayey,19.29,588.57,Wheat + Chickpea
Clayey,19.78,587.28,Wheat + Chickpea
Clayey,22.56,781.83,Cabbage + Mustard
Clayey,15.7,572.6,Wheat + Chickpea
Clayey,24.43,639.04,Barley + Faba Bean
Clayey,20.91,550.98,Tomato + Basil
Clayey,29.59,671.68,Tomato + Basil
Clayey,17.79,790.15,Tomato + Basil
Clayey,25.08,729.68,Cabbage + Mustard
Clayey,15.83,795.61,Wheat + Chickpea
Clayey,22.94,512.02,Cabbage + Mustard
Clayey,17.02,665.98,Cabbage + Mustard
Clayey,29.16,501.07,Cabbage + Mustard
Clayey,18.31,542.18,Wheat + Chickpea
